431	Glameow	Nyarmar[45]	–	–	076	–	–	–	–	Egg
432	Purugly	–	–	–	077	–	–	–	–	Glameow
433	Chingling	Lisyan[33]	–	–	082	–	–	111	–	Egg
434	Stunky	–	–	–	084	–	–	102	–	Egg
435	Skuntank	Skutank[22]	–	–	085	–	–	103	–	Stunky
436	Bronzor	–	–	–	088	250	–	–	–	Egg
437	Bronzong	Dohtakun[22]	–	–	089	251	–	–	–	Bronzor
438	Bonsly	Usohachi[25]	–	–	092	–	–	–	129	Egg
439	Mime Jr.	Manene[12]	–	–	094	–	–	113	–	Egg
440	Happiny	Pinpuku[46]	–	–	096	–	–	–	–	Egg
441	Chatot	Perap[8]	–	–	102	–	–	138	–	Egg
442	Spiritomb	Mikaruge[39]	–	–	108	–	–	–	–	Egg
443	Gible	Fukamaru[24]	–	–	109	–	–	–	006	Egg
444	Gabite	Gabite[1]	–	–	110	–	–	–	007	Gible
445	Garchomp	Gaburias[34]	–	–	111	–	–	–	008	Gabite
446	Munchlax	Gonbe[36]	–	–	112	–	138	–	–	Egg
447	Riolu	Riolu[33]	–	–	115	033	062	–	–	Egg
448	Lucario	Lucario[19]	–	–	116	034	063	–	–	Riolu
449	Hippopotas	–	–	–	122	–	–	048	–	Egg
450	Hippowdon	Kabaldon[20]	–	–	123	–	–	049	–	Hippopotas
451	Skorupi	–	–	–	127	201	–	–	015	Egg
452	Drapion	Dorapion[33]	–	–	128	202	–	–	016	Skorupi
453	Croagunk	Gureggru[33]	–	–	129	290	125	–	–	Egg
454	Toxicroak	Dokurog[20]	–	–	130	291	126	–	–	Croagunk
455	Carnivine	Muskippa[47]	–	–	131	289	–	–	029	Egg
456	Finneon	Keikouo[48]	–	–	134	–	–	–	–	Egg
457	Lumineon	Neolant[22]	–	–	135	–	–	–	–	Finneon
458	Mantyke	Tamanta[8]	–	–	140	233	–	139	–	Egg
459	Snover	Yukikaburi[20]	–	–	142	–	–	–	088	Egg
460	Abomasnow	–	–	–	143	–	–	–	089	Snover
461	Weavile	Manyula[19]	–	–	145	253	–	–	092	Sneasel
462	Magnezone	–	–	–	180	050	–	–	071	Magneton
463	Lickilicky	Berobelt[49]	181	–	162	285	–	–	135	Lickitung
464	Rhyperior	Dosidon[33]	–	–	188	–	–	052	–	Rhydon
465	Tangrowth	Mojumbo[1]	183	–	182	218	–	–	–	Tangela
466	Electivire	Elekible[4]	–	–	199	058	–	–	–	Electabuzz
467	Magmortar	Booburn[39]	–	–	202	055	–	–	–	Magmar
468	Togekiss	Togekiss[50]	–	–	175	–	–	–	–	Togetic
469	Yanmega	Megayanma[20]	102	–	184	287	–	088	–	Yanma
470	Leafeon	Leafia[51]	–	–	169	097	–	083	–	Eevee
471	Glaceon	Glacia[1]	–	–	170	098	–	084	–	Eevee
472	Gliscor	Glion[1]	–	–	154	222	–	–	116	Gligar
473	Mamoswine	Mammoo[1]	197	–	205	260	–	–	078	Piloswine
474	Porygon-Z	PorygonZ/PolygonZ	–	–	194	–	–	–	–	Porygon2
475	Gallade	Erureido[39]	–	–	160	–	067	–	–	Kirlia(♂)
476	Probopass	–	–	–	156	165	–	094	–	Nosepass
477	Dusknoir	Yonoir[20]	–	–	191	–	–	–	–	Dusclops
478	Froslass	–	–	–	208	–	–	–	–	Snorunt(♀)
479	Rotom	Rotom[20]	–	–	152	–	–	–	068	Egg
480	Uxie	Yuxie[1]	–	–	146	–	–	–	–	–
481	Mesprit	Emrit[52]	–	–	147	–	–	–	–	–
482	Azelf	Agnome[39]	–	–	148	–	–	–	–	–
483	Dialga	Dialga[53]	–	–	149	–	–	–	–	–
484	Palkia	Palkia[54]	–	–	150	–	–	–	–	–
485	Heatran	Heatran[1]	–	–	–	–	–	–	–	–
486	Regigigas	Regigigas[20]	–	–	–	–	–	–	–	–
487	Giratina	Giratina[55]	–	–	210	–	–	–	–	–
488	Cresselia	Crecelia[56]	–	–	–	–	–	–	–	–
489	Phione†	Phione[57]	–	–	–	–	–	–	–	Egg‡
490	Manaphy†	Manaphy[21]	–	–	151	–	–	–	–	Manaphy Egg‡
491	Darkrai†	Darkrai[22]	–	–	–	–	–	–	–	–
492	Shaymin†	Shaymin[33]	–	–	–	–	–	–	–	–
493	Arceus†	Arceus[24]	–	–	–	–	–	–	–	–
494	Victini[58]†	Victini[59]	–	–	–	000	–	–	–	–
495	Snivy[60]	Tsutarja[61]	–	–	–	001	–	–	–	Egg
496	Servine	Janovy[62]	–	–	–	002	–	–	–	Snivy
497	Serperior	Jalorda[63]	–	–	–	003	–	–	–	Servine
498	Tepig[60]	Pokabu[61]	–	–	–	004	–	–	–	Egg
499	Pignite	Chaoboo[64]	–	–	–	005	–	–	–	Tepig
500	Emboar	Enbuoh[65]	–	–	–	006	–	–	–	Pignite
501	Oshawott[60]	Mijumaru[61]	–	–	–	007	–	–	–	Egg
502	Dewott	Futachimaru[66]	–	–	–	008	–	–	–	Oshawott
503	Samurott	Daikenki[67]	–	–	–	009	–	–	–	Dewott
504	Patrat[68]	Minezumi[61]	–	–	–	010	–	–	046	Egg
505	Watchog[69]	Miruhog[61]	–	–	–	011	–	–	047	Patrat
506	Lillipup[70]	Yorterrie	–	–	–	022	–	–	–	Egg
507	Herdier[71]	Herderrie	–	–	–	023	–	–	–	Lillipup
508	Stoutland	Mooland	–	–	–	024	–	–	–	Herdier
509	Purrloin[72]	Choroneko[73]	–	–	–	012	–	–	042	Egg
510	Liepard[74]	Lepardas	–	–	–	013	–	–	043	Purrloin
511	Pansage[75]	Yanappu[76]	–	–	–	037	029	–	–	Egg
512	Simisage	Yanakkie[77]	–	–	–	038	030	–	–	Pansage
513	Pansear[78]	Baoppu[79]	–	–	–	039	031	–	–	Egg
514	Simisear	Baokkie[80]	–	–	–	040	032	–	–	Pansear
515	Panpour[81]	Hiyappu[82]	–	–	–	041	033	–	–	Egg
516	Simipour	Hiyakkie[83]	–	–	–	042	034	–	–	Panpour
517	Munna[84]	Munna[61]	–	–	–	086	–	–	–	Egg
518	Musharna[85]	Musharna[61]	–	–	–	087	–	–	–	Munna
519	Pidove[86]	Mamepato[61]	–	–	–	014	–	–	–	Egg
520	Tranquill	Hatoboh[87]	–	–	–	015	–	–	–	Pidove
521	Unfezant	Kenhallow[88]	–	–	–	016	–	–	–	Tranquill
522	Blitzle[89]	Shimama	–	–	–	147	–	–	–	Egg
523	Zebstrika	Zebraika[90]	–	–	–	148	–	–	–	Blitzle
524	Roggenrola	Dangoro[88]	–	–	–	068	–	120	–	Egg
525	Boldore	Gantle[88]	–	–	–	069	–	121	–	Roggenrola
526	Gigalith[91]	Gigaiath[90]	–	–	–	070	–	122	–	Boldore
527	Woobat[92]	Koromori[61]	–	–	–	066	–	055	–	Egg
528	Swoobat	Kokoromori	–	–	–	067	–	056	–	Woobat
529	Drilbur[93]	Mogurew[61]	–	–	–	076	–	–	–	Egg
530	Excadrill[94]	Doryuzu[95]	–	–	–	077	–	–	–	Drilbur
531	Audino[96]	Tabunne[97]	–	–	–	036	123	–	–	Egg
532	Timburr	Dokkorer[98]	–	–	–	073	–	–	093	Egg
533	Gurdurr	Dotekkotsu[98]	–	–	–	074	–	–	094	Timburr
534	Conkeldurr	Roubushin	–	–	–	075	–	–	095	Gurdurr
535	Tympole	Otamaro	–	–	–	228	–	–	–	Egg
536	Palpitoad	Gamagaru	–	–	–	229	–	–	–	Tympole
537	Seismitoad	Gamageroge	–	–	–	230	–	–	–	Palpitoad
538	Throh	Nageki	–	–	–	267	–	097	–	Egg
539	Sawk	Dageki	–	–	–	268	–	098	–	Egg
540	Sewaddle[99]	Kurumiru[87]	–	–	–	017	–	–	–	Egg
541	Swadloon	Kurumayu[98]	–	–	–	018	–	–	–	Sewaddle
542	Leavanny	Hahakomori	–	–	–	019	–	–	–	Swadloon
543	Venipede	Fushide[98]	–	–	–	043	120	–	–	Egg
544	Whirlipede	Wheega[98]	–	–	–	044	121	–	–	Venipede
545	Scolipede	Pendror[87]	–	–	–	045	122	–	–	Whirlipede
546	Cottonee	Monmen	–	–	–	082	–	–	–	Egg
547	Whimsicott	Elfuun	–	–	–	083	–	–	–	Cottonee
548	Petilil	Churine	–	–	–	084	–	–	–	Egg
549	Lilligant	Dredear	–	–	–	085	–	–	–	Petilil
550	Basculin[100]	Bassrao	–	–	–	104	–	–	060	Egg
551	Sandile[101]	Meguroco[61]	–	–	–	099	–	043	–	Egg
552	Krokorok	Waruvile	–	–	–	100	–	044	–	Sandile
553	Krookodile	Waruvial	–	–	–	101	–	045	–	Krokorok
554	Darumaka	Darumakka[87]	–	–	–	102	–	–	–	Egg
555	Darmanitan[102]	Hihidaruma[61]	–	–	–	103	–	–	–	Darumaka
556	Maractus	Maracacchi	–	–	–	119	–	–	–	Egg
557	Dwebble	Ishizumai[87]	–	–	–	115	–	023	–	Egg
558	Crustle	Iwapalace[98]	–	–	–	116	–	024	–	Dwebble
559	Scraggy	Zuruggu[87]	–	–	–	117	100	–	–	Egg
560	Scrafty	Zuruzukin[98]	–	–	–	118	101	–	–	Scraggy
561	Sigilyph	Symboler	–	–	–	120	–	090	–	Egg
562	Yamask[103]	Desumasu[87]	–	–	–	124	–	–	–	Egg
563	Cofagrigus[104]	Desukarn[90]	–	–	–	125	–	–	–	Yamask
564	Tirtouga	Protoga	–	–	–	126	–	–	–	Egg/Cover Fossil
565	Carracosta	Abagoura	–	–	–	127	–	–	–	Tirtouga
566	Archen	Archen[105]	–	–	–	128	–	–	–	Egg/Plume Fossil
567	Archeops	Archeos	–	–	–	129	–	–	–	Archen
568	Trubbish	Yabukuron	–	–	–	105	–	–	074	Egg
569	Garbodor	Dustdas[98]	–	–	–	106	–	–	075	Trubbish
570	Zorua[106]‡	Zorua[61]	–	–	–	151	–	–	124	Egg
571	Zoroark[106]‡	Zoroark[61]	–	–	–	152	–	–	125	Zorua
572	Minccino[107]	Chillarmy[108]	–	–	–	107	–	–	–	Egg
573	Cinccino	Chillaccino	–	–	–	108	–	–	–	Minccino
574	Gothita	Gothimu[105]	–	–	–	136	–	–	126	Egg
575	Gothorita	Gothimiru	–	–	–	137	–	–	127	Gothita
576	Gothitelle[109]	Gothiruselle[110]	–	–	–	138	–	–	128	Gothorita
577	Solosis	Uniran[105]	–	–	–	139	–	115	–	Egg
578	Duosion	Doublan	–	–	–	140	–	116	–	Solosis
579	Reuniclus[111]	Lanculus[87]	–	–	–	141	–	117	–	Duosion
580	Ducklett	Koaruhie	–	–	–	153	127	–	–	Egg
581	Swanna[112]	Swanna	–	–	–	154	128	–	–	Ducklett
582	Vanillite	Vanipeti	–	–	–	255	–	–	085	Egg
583	Vanillish	Vanirich[98]	–	–	–	256	–	–	086	Vanillite
584	Vanilluxe	Baivanilla	–	–	–	257	–	–	087	Vanillish
585	Deerling[113]	Shikijika[114]	–	–	–	159	–	–	–	Egg
586	Sawsbuck[115]	Mebukijika[87]	–	–	–	160	–	–	–	Deerling
587	Emolga[116]	Emonga[117]	–	–	–	144	–	086	–	Egg
588	Karrablast	Kaburumo[98]	–	–	–	155	–	–	022	Egg
589	Escavalier	Chevargo[90]	–	–	–	156	–	–	023	Karrablast
590	Foongus	Tamagetake[110]	–	–	–	161	–	–	053	Egg
591	Amoonguss	Morobareru[98]	–	–	–	162	–	–	054	Foongus
592	Frillish	Pururill[98]	–	–	–	180	–	–	–	Egg
593	Jellicent	Burungel	–	–	–	181	–	–	–	Frillish
594	Alomomola[118]	Mamanbou[61]	–	–	–	182	–	149	–	Egg
595	Joltik	Bachuru	–	–	–	173	–	–	–	Egg
596	Galvantula[119]	Dentula[110]	–	–	–	174	–	–	–	Joltik
597	Ferroseed	Tesseed	–	–	–	175	–	069	–	Egg
598	Ferrothorn	Nutrey[105]	–	–	–	176	–	070	–	Ferroseed
599	Klink[120]	Giaru[87]	–	–	–	130	–	–	–	Egg
600	Klang	Gigiaru	–	–	–	131	–	–	–	Klink
601	Klinklang	Gigigiaru	–	–	–	132	–	–	–	Klang
602	Tynamo	Shibishirasu[98]	–	–	–	177	–	–	–	Egg
603	Eelektrik	Shibibeel[98]	–	–	–	178	–	–	–	Tynamo
604	Eelektross	Shibirudon	–	–	–	179	–	–	–	Eelektrik
605	Elgyem	Ligray	–	–	–	188	–	–	–	Egg
606	Beheeyem	Ohbem[98]	–	–	–	189	–	–	–	Elgyem
607	Litwick	Hitomoshi	–	–	–	190	–	–	065	Egg
608	Lampent	Lampler[98]	–	–	–	191	–	–	066	Litwick
609	Chandelure	Chandela	–	–	–	192	–	–	067	Lampent
610	Axew[121]	Kibago[61]	–	–	–	183	148	–	–	Egg
611	Fraxure[122]	Onondo[123]	–	–	–	184	149	–	–	Axew
612	Haxorus[124]	Ononokus[125]	–	–	–	185	150	–	–	Fraxure
613	Cubchoo	Kumasyun[126]	–	–	–	195	–	–	081	Egg
614	Beartic	Tunbear	–	–	–	196	–	–	082	Cubchoo
615	Cryogonal	Freegeo	–	–	–	197	–	–	111	Egg
616	Shelmet	Chobomaki[98]	–	–	–	157	–	–	024	Egg
617	Accelgor	Agilder[90]	–	–	–	158	–	–	025	Shelmet
618	Stunfisk	Maggyo	–	–	–	231	–	–	039	Egg
619	Mienfoo	Kojofu	–	–	–	219	–	003	–	Egg
620	Mienshao	Kojondo[98]	–	–	–	220	–	004	–	Mienfoo
621	Druddigon	Crimgan[90]	–	–	–	270	–	–	141	Egg
622	Golett	Gobit[98]	–	–	–	271	–	091	–	Egg
623	Golurk	Goloog	–	–	–	272	–	092	–	Golett
624	Pawniard	Komatana	–	–	–	223	–	–	048	Egg
625	Bisharp	Kirikizan	–	–	–	224	–	–	049	Pawniard
626	Bouffalant	Buffron	–	–	–	269	–	–	–	Egg
627	Rufflet	Washibon[98]	–	–	–	109	–	–	–	Egg
628	Braviary[127]	Warrgle[90]	–	–	–	110	–	–	–	Rufflet
629	Vullaby	Valchai	–	–	–	111	–	–	–	Egg
630	Mandibuzz	Vulgina	–	–	–	112	–	–	–	Vullaby
631	Heatmor	Kuitaran[98]	–	–	–	193	–	–	105	Egg
632	Durant	Aiant[98]	–	–	–	194	–	–	106	Egg
633	Deino	Monozu[98]	–	–	–	273	–	–	142	Egg
634	Zweilous	Dihead[98]	–	–	–	274	–	–	143	Deino
635	Hydreigon	Sazandora	–	–	–	275	–	–	144	Zweilous
636	Larvesta	Merlarva	–	–	–	171	–	–	–	Egg
637	Volcarona	Ulgamoth	–	–	–	172	–	–	–	Larvesta
638	Cobalion	Cobalon	–	–	–	225	–	–	–	–
639	Terrakion	Terrakion	–	–	–	226	–	–	–	–
640	Virizion	Virizion	–	–	–	227	–	–	–	–
641	Tornadus	Tornelos	–	–	–	198	–	–	–	–
642	Thundurus	Voltolos	–	–	–	199	–	–	–	–
643	Reshiram[128]	Reshiram[61]	–	–	–	295	–	–	–	–
644	Zekrom[128]	Zekrom[61]	–	–	–	296	–	–	–	–
645	Landorus	Landlos	–	–	–	200	–	–	–	–
646	Kyurem	Kyurem[129]	–	–	–	297	–	–	–	–
647	Keldeo†	Keldeo	–	–	–	298	–	–	–	–
648	Meloetta†	Meloetta	–	–	–	299	–	–	–	–
649	Genesect†	Genesect	–	–	–	300	–	–	–	–
650	Chespin[130]	Harimaron[130][131][132]	–	–	–	–	001	–	–	Egg
651	Quilladin[133]	Hariborg[134]	–	–	–	–	002	–	–	Chespin
652	Chesnaught	Briggaron[135][136]	–	–	–	–	003	–	–	Quilladin
653	Fennekin[130]	Fokko[130][137][138]	–	–	–	–	004	–	–	Egg
654	Braixen[133]	Teruna[139]	–	–	–	–	005	–	–	Fennekin
655	Delphox	Mafoxy[136][140]	–	–	–	–	006	–	–	Braixen
656	Froakie[130]	Keromatsu[130][141][142]	–	–	–	–	007	–	–	Egg
657	Frogadier[133]	Gekogahshier[143]	–	–	–	–	008	–	–	Froakie
658	Greninja	Gekkouga[136][144]	–	–	–	–	009	–	–	Frogadier
659	Bunnelby[145]	Horubee[136][146]	–	–	–	–	010	–	–	Egg
660	Diggersby	Horudo	–	–	–	–	011	–	–	Bunnelby
661	Fletchling[145]	Yayakoma[147][148]	–	–	–	–	014	–	–	Egg
662	Fletchinder	Hinoyakoma	–	–	–	–	015	–	–	Fletchling
663	Talonflame[145]	Fiarrow[149]	–	–	–	–	016	–	–	Fletchinder
664	Scatterbug[145]	Kofukimushi[150]	–	–	–	–	020	–	–	Egg
665	Spewpa[145]	Kofuurai[151]	–	–	–	–	021	–	–	Scatterbug
666	Vivillon[145]	Viviyon[136][152]	–	–	–	–	022	–	–	Spewpa
667	Litleo[145]	Shishiko[153][154]	–	–	–	–	057	–	–	Egg
668	Pyroar[145]	Kaenjishi[155]	–	–	–	–	058	–	–	Litleo
669	Flabébé[145]	Flabebe[156][157]	–	–	–	–	068	–	–	Egg
670	Floette	Flaette[158]	–	–	–	–	069	–	–	Flabébé
671	Florges	Florges[159]	–	–	–	–	070	–	–	Floette
672	Skiddo[145]	Meecle[136][160]	–	–	–	–	089	–	–	Egg
673	Gogoat[145]	Gogoat[161]	–	–	–	–	090	–	–	Skiddo
674	Pancham[145]	Yancham[162][163]	–	–	–	–	091	–	–	Egg
675	Pangoro[145]	Goronda[164]	–	–	–	–	092	–	–	Pancham
676	Furfrou	Trimmien[136][165]	–	–	–	–	093	–	–	Egg
677	Espurr	Nyasper[136]	–	–	–	–	114	–	–	Egg
678	Meowstic	Nyaonix[136][166]	–	–	–	–	115	–	–	Espurr
679	Honedge[145]	Hitotsuki[167][168]	–	–	–	–	117	–	–	Egg
680	Doublade[145]	Nidangill[169]	–	–	–	–	118	–	–	Honedge
681	Aegislash	Gillguard	–	–	–	–	119	–	–	Doublade
682	Spritzee[145]	Shushupu[170]	–	–	–	–	129	–	–	Egg
683	Aromatisse[145]	Frefuwan[171][172]	–	–	–	–	130	–	–	Spritzee
684	Swirlix[145]	Peroppafu[173]	–	–	–	–	131	–	–	Egg
685	Slurpuff[145]	Peroream[174][175]	–	–	–	–	132	–	–	Swirlix
686	Inkay[145]	Maaiika[136][176]	–	–	–	–	–	010	–	Egg
687	Malamar[145]	Calamanero[177]	–	–	–	–	–	011	–	Inkay
688	Binacle	Kametete	–	–	–	–	–	021	–	Egg
689	Barbaracle	Gamenodes	–	–	–	–	–	022	–	Binacle
690	Skrelp[145]	Kuzumo[136][178]	–	–	–	–	–	030	–	Egg
691	Dragalge	Dramidoro	–	–	–	–	–	031	–	Skrelp
692	Clauncher[145]	Udeppou[136][179]	–	–	–	–	–	032	–	Egg
693	Clawitzer	Bloster	–	–	–	–	–	033	–	Clauncher
694	Helioptile[145]	Erikiteru[180][181]	–	–	–	–	–	046	–	Egg
695	Heliolisk	Elezard	–	–	–	–	–	047	–	Helioptile
696	Tyrunt[145]	Chigoras[182]	–	–	–	–	–	064	–	Jaw Fossil
697	Tyrantrum[145]	Gachigoras[183][184]	–	–	–	–	–	065	–	Tyrunt
698	Amaura[145]	Amarus[185][186]	–	–	–	–	–	066	–	Sail Fossil
699	Aurorus[145]	Amaruruga[187][188]	–	–	–	–	–	067	–	Amaura
700	Sylveon[145]	Nymphia[189][190]	–	–	–	–	–	085	–	Eevee
701	Hawlucha	Luchabull	–	–	–	–	–	089	–	Egg
702	Dedenne[145]	Dedenne[136][191]	–	–	–	–	–	110	–	Egg
703	Carbink	Melecie	–	–	–	–	–	124	–	Egg
704	Goomy	Numera[192]	–	–	–	–	–	–	019	Egg
705	Sliggoo	Numeil	–	–	–	–	–	–	020	Goomy
706	Goodra	Numelgon	–	–	–	–	–	–	021	Sliggoo
707	Klefki	Cleffy[193]	–	–	–	–	–	–	050	Egg
708	Phantump	Bokurei[194]	–	–	–	–	–	–	061	Egg
709	Trevenant	Ohrot[195]	–	–	–	–	–	–	062	Phantump
710	Pumpkaboo	Bakeccha[136]	–	–	–	–	–	–	063	Egg
711	Gourgeist	Pumpjin	–	–	–	–	–	–	064	Pumpkaboo
712	Bergmite	Kachikohru[196]	–	–	–	–	–	–	079	Egg
713	Avalugg	Crebase	–	–	–	–	–	–	080	Bergmite
714	Noibat	Onbat[197]	–	–	–	–	–	–	113	Egg
715	Noivern[145]	Onvern[198][199]	–	–	–	–	–	–	114	Noibat
716	Xerneas[200]	Xerneas[201][202]	–	–	–	–	–	–	148	–
717	Yveltal[200]	Yveltal[203][204]	–	–	–	–	–	–	149	–
718	Zygarde	Zygarde	–	–	–	–	–	–	150	–
719	Diancie[205]	Diancie[206]	–	–	–	–	–	- 	-	-	-
